Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Antall stemmeberettigede;Godkjente stemmegivninger — Forhånd;Godkjente stemmegivninger - Valgting;Godkjente stemmegivninger - Totalt;Forkastede stemmegivninger - Forhånd;Forkastede stemmegivninger - Totalt;Godkjente stemmesedler - Forhånd;Godkjente stemmesedler - Valgting;Godkjente stemmesedler - Totalt;Forkastede stemmesedler - Forhånd;Forkastede stemmesedler - Totalt;Blanke stemmesedler - Forhånd;Blanke stemmesedler - Totalt;
15;Møre og Romsdal;1515;Herøy;;;6337;1647;3329;4976;0;12;1642;3330;4972;8;8;5;23;
15;Møre og Romsdal;1516;Ulstein;;;5620;1248;3268;4516;0;12;1247;3268;4515;6;8;3;15;
15;Møre og Romsdal;1517;Hareid;;;3556;725;2052;2777;2;15;725;2052;2777;3;3;4;19;
15;Møre og Romsdal;1519;Volda;;;6618;2015;3376;5391;0;17;2013;3376;5389;2;2;11;33;
15;Møre og Romsdal;1520;Ørsta;;;7914;1969;4221;6190;1;4;1970;4218;6188;0;2;10;41;
15;Møre og Romsdal;1523;Ørskog;;;1592;404;885;1289;0;3;405;885;1290;3;4;4;14;
15;Møre og Romsdal;1524;Norddal;;;1209;262;662;924;0;0;262;662;924;1;3;1;4;
15;Møre og Romsdal;1525;Stranda;;;3178;947;1520;2467;0;1;945;1521;2466;2;2;4;7;
15;Møre og Romsdal;1526;Stordal;;;684;134;384;518;0;1;133;384;517;1;1;2;4;
15;Møre og Romsdal;1528;Sykkylven;;;5446;1522;2733;4255;0;13;1521;2733;4254;1;1;4;18;
15;Møre og Romsdal;1529;Skodje;;;3201;666;1867;2533;1;7;667;1867;2534;3;4;12;26;
15;Møre og Romsdal;1531;Sula;;;6119;1429;3378;4807;29;48;1430;3379;4809;6;10;4;20;
15;Møre og Romsdal;1532;Giske;;;5569;1345;3169;4514;1;11;1346;3173;4519;2;2;6;21;
15;Møre og Romsdal;1534;Haram;;;6417;1347;3803;5150;1;8;1343;3804;5147;3;5;7;28;
15;Møre og Romsdal;1535;Vestnes;;;4826;1253;2443;3696;4;9;1252;2444;3696;4;4;6;21;
15;Møre og Romsdal;1539;Rauma;;;5511;1883;2227;4110;1;7;1883;2225;4108;6;9;8;17;
15;Møre og Romsdal;1543;Nesset;;;2260;427;1242;1669;0;1;427;1242;1669;0;0;2;13;
15;Møre og Romsdal;1545;Midsund;;;1409;293;794;1087;0;4;293;794;1087;0;0;0;1;
15;Møre og Romsdal;1546;Sandøy;;;888;288;406;694;1;1;289;406;695;0;0;4;4;
15;Møre og Romsdal;1547;Aukra;;;2461;572;1306;1878;0;0;572;1306;1878;1;1;2;11;
15;Møre og Romsdal;1548;Fræna;;;7009;1239;4079;5318;0;11;1235;4079;5314;7;9;5;30;
15;Møre og Romsdal;1551;Eide;;;2479;568;1345;1913;0;2;566;1345;1911;4;5;4;12;
15;Møre og Romsdal;1554;Averøy;;;4213;1272;1894;3166;2;6;1269;1893;3162;3;3;6;13;
15;Møre og Romsdal;1557;Gjemnes;;;1924;454;1041;1495;0;9;454;1041;1495;0;5;2;8;
15;Møre og Romsdal;1560;Tingvoll;;;2314;517;1292;1809;0;3;518;1292;1810;1;3;5;13;
15;Møre og Romsdal;1563;Sunndal;;;5416;1233;3010;4243;0;6;1233;3009;4242;0;4;3;22;
15;Møre og Romsdal;1566;Surnadal;;;4610;826;2579;3405;1;4;824;2579;3403;5;8;4;16;
15;Møre og Romsdal;1567;Rindal;;;1574;310;908;1218;0;1;310;908;1218;0;0;0;6;
15;Møre og Romsdal;1571;Halsa;;;1209;344;611;955;0;3;341;601;942;3;3;4;6;
15;Møre og Romsdal;1573;Smøla;;;1610;483;770;1253;0;0;483;769;1252;0;2;0;4;
15;Møre og Romsdal;1576;Aure;;;2631;809;1193;2002;0;2;813;1193;2006;5;6;3;6;
16;Sør-Trøndelag;1601;Trondheim;;;139442;48712;62816;111528;52;216;48718;62910;111628;187;306;274;712;
16;Sør-Trøndelag;1612;Hemne;;;3239;770;1612;2382;0;0;770;1614;2384;1;1;6;12;
16;Sør-Trøndelag;1613;Snillfjord;;;763;136;441;577;0;0;136;441;577;0;0;0;1;
16;Sør-Trøndelag;1617;Hitra;;;3120;761;1509;2270;0;11;761;1509;2270;5;7;1;5;
16;Sør-Trøndelag;1620;Frøya;;;3078;782;1434;2216;3;12;778;1434;2212;13;18;7;18;
16;Sør-Trøndelag;1621;Ørland;;;4044;1213;1839;3052;1;23;1214;1839;3053;1;4;10;40;
16;Sør-Trøndelag;1622;Agdenes;;;1304;320;711;1031;1;2;320;709;1029;0;0;1;8;
16;Sør-Trøndelag;1624;Rissa;;;4876;1500;2119;3619;1;2;1503;2122;3625;2;9;7;17;
16;Sør-Trøndelag;1627;Bjugn;;;3618;941;1669;2610;1;6;941;1670;2611;2;4;10;27;
16;Sør-Trøndelag;1630;Åfjord;;;2557;761;1141;1902;1;14;757;1169;1926;4;4;1;7;
16;Sør-Trøndelag;1632;Roan;;;718;158;364;522;0;0;157;383;540;1;1;1;4;
16;Sør-Trøndelag;1633;Osen;;;761;226;350;576;0;1;226;350;576;0;3;2;8;
16;Sør-Trøndelag;1634;Oppdal;;;5128;1651;2324;3975;1;12;1653;2325;3978;0;0;3;12;
16;Sør-Trøndelag;1635;Rennebu;;;1976;458;1078;1536;0;0;460;1078;1538;2;2;6;9;
16;Sør-Trøndelag;1636;Meldal;;;2995;749;1579;2328;0;3;751;1577;2328;0;2;3;13;
16;Sør-Trøndelag;1638;Orkdal;;;8875;1973;4663;6636;1;1;1972;4663;6635;1;8;10;28;
16;Sør-Trøndelag;1640;Røros;;;4399;1082;2491;3573;0;7;1024;2559;3583;1;1;8;29;
16;Sør-Trøndelag;1644;Holtålen;;;1607;388;961;1349;0;10;387;958;1345;0;0;0;8;
16;Sør-Trøndelag;1648;Midtre Gauldal;;;4376;856;2503;3359;0;2;855;2502;3357;3;10;5;23;
16;Sør-Trøndelag;1653;Melhus;;;11781;3317;5827;9144;3;9;3314;5828;9142;8;16;20;60;
16;Sør-Trøndelag;1657;Skaun;;;5743;1324;3291;4615;2;3;1319;3291;4610;10;10;10;29;
16;Sør-Trøndelag;1662;Klæbu;;;4203;1319;2001;3320;2;20;1312;2002;3314;10;11;12;25;
16;Sør-Trøndelag;1663;Malvik;;;9687;3116;4702;7818;1;6;3122;4702;7824;3;15;14;51;
16;Sør-Trøndelag;1664;Selbu;;;3113;710;1634;2344;0;4;711;1633;2344;0;10;7;24;
16;Sør-Trøndelag;1665;Tydal;;;664;206;332;538;0;0;206;332;538;0;2;0;1;
17;Nord-Trøndelag;1702;Steinkjer;;;16662;5218;7588;12806;0;8;5219;7591;12810;9;22;23;69;
17;Nord-Trøndelag;1703;Namsos;;;9667;2807;4410;7217;2;20;2809;4410;7219;9;19;11;36;
17;Nord-Trøndelag;1711;Meråker;;;1859;450;903;1353;1;2;450;903;1353;2;3;1;7;
17;Nord-Trøndelag;1714;Stjørdal;;;17526;4479;9211;13690;8;8;4478;9211;13689;12;20;38;102;
17;Nord-Trøndelag;1717;Frosta;;;1906;392;1140;1532;0;0;392;1141;1533;1;3;3;13;
17;Nord-Trøndelag;1718;Leksvik;;;2572;723;1282;2005;0;1;721;1282;2003;2;4;3;14;
17;Nord-Trøndelag;1719;Levanger;;;14565;4266;7313;11579;0;29;4269;7313;11582;3;10;20;74;
17;Nord-Trøndelag;1721;Verdal;;;11229;3194;5162;8356;1;18;3194;5162;8356;2;6;11;57;
17;Nord-Trøndelag;1724;Verran;;;1866;322;1064;1386;0;8;322;1064;1386;0;0;0;2;
17;Nord-Trøndelag;1725;Namdalseid;;;1250;231;727;958;0;1;231;727;958;0;0;1;3;
17;Nord-Trøndelag;1736;Snåsa;;;1610;466;855;1321;0;0;466;856;1322;0;0;1;3;
17;Nord-Trøndelag;1738;Lierne;;;1028;207;538;745;0;1;207;540;747;0;0;2;5;
17;Nord-Trøndelag;1739;Røyrvik;;;350;137;164;301;0;0;137;164;301;0;0;0;0;
17;Nord-Trøndelag;1740;Namsskogan;;;687;221;310;531;0;3;222;310;532;0;0;2;2;
17;Nord-Trøndelag;1742;Grong;;;1804;461;988;1449;1;7;461;988;1449;0;0;1;5;
17;Nord-Trøndelag;1743;Høylandet;;;928;215;551;766;0;0;215;550;765;2;2;2;2;
17;Nord-Trøndelag;1744;Overhalla;;;2756;665;1501;2166;1;2;667;1501;2168;2;2;0;7;
17;Nord-Trøndelag;1748;Fosnes;;;483;120;241;361;0;0;120;241;361;0;0;0;1;
17;Nord-Trøndelag;1749;Flatanger;;;828;255;403;658;0;0;254;403;657;1;1;3;4;
17;Nord-Trøndelag;1750;Vikna;;;3158;857;1506;2363;0;10;857;1507;2364;0;0;5;11;
17;Nord-Trøndelag;1751;Nærøy;;;3775;928;1829;2757;0;6;927;1829;2756;4;5;8;20;
17;Nord-Trøndelag;1755;Leka;;;466;156;231;387;0;0;156;230;386;0;0;0;2;
17;Nord-Trøndelag;1756;Inderøy;;;5056;1163;3019;4182;2;12;1163;3019;4182;1;5;6;22;
18;Nordland;1804;Bodø;;;37751;11687;17846;29533;5;63;11687;17864;29551;46;85;57;234;
18;Nordland;1805;Narvik;;;13812;2936;7276;10212;0;2;2935;7282;10217;9;11;19;82;
18;Nordland;1811;Bindal;;;1159;371;623;994;0;0;372;623;995;0;0;5;7;
18;Nordland;1812;Sømna;;;1535;320;900;1220;0;4;318;900;1218;2;2;1;3;
18;Nordland;1813;Brønnøy;;;5878;1405;2977;4382;0;9;1407;2977;4384;2;5;10;36;
18;Nordland;1815;Vega;;;962;296;489;785;0;3;296;488;784;0;0;2;5;
18;Nordland;1816;Vevelstad;;;376;117;164;281;0;0;122;164;286;0;0;1;1;
18;Nordland;1818;Herøy;;;1253;342;543;885;0;1;342;547;889;0;0;4;8;
18;Nordland;1820;Alstahaug;;;5494;1590;2353;3943;6;13;1590;2355;3945;0;0;11;19;
18;Nordland;1822;Leirfjord;;;1627;450;761;1211;0;1;450;761;1211;2;2;1;2;
18;Nordland;1824;Vefsn;;;10351;3163;4427;7590;0;16;3164;4432;7596;17;20;16;52;
18;Nordland;1825;Grane;;;1100;357;510;867;0;2;357;510;867;0;1;0;3;
18;Nordland;1826;Hattfjelldal;;;1076;293;557;850;2;6;293;556;849;2;3;0;3;
18;Nordland;1827;Dønna;;;1057;274;532;806;0;3;272;532;804;2;3;0;3;
18;Nordland;1828;Nesna;;;1285;429;591;1020;0;7;431;592;1023;1;1;3;8;
18;Nordland;1832;Hemnes;;;3463;708;1960;2668;1;5;706;1961;2667;6;7;5;21;
18;Nordland;1833;Rana;;;19935;7182;7481;14663;5;42;7339;7481;14820;31;44;32;84;
18;Nordland;1834;Lurøy;;;1444;314;785;1099;0;1;315;784;1099;0;0;1;4;
18;Nordland;1835;Træna;;;293;95;121;216;0;0;95;121;216;0;0;0;1;
18;Nordland;1836;Rødøy;;;926;281;420;701;0;0;281;420;701;0;0;3;4;
18;Nordland;1837;Meløy;;;4804;1310;2077;3387;1;7;1312;2079;3391;3;3;7;28;
18;Nordland;1838;Gildeskål;;;1469;341;778;1119;0;8;341;779;1120;1;4;2;12;
18;Nordland;1839;Beiarn;;;850;209;473;682;0;2;208;473;681;2;3;1;2;
18;Nordland;1840;Saltdal;;;3589;821;1901;2722;1;19;820;1902;2722;1;5;2;25;
18;Nordland;1841;Fauske;;;7491;1818;3826;5644;2;30;1819;3829;5648;7;9;11;42;
18;Nordland;1845;Sørfold;;;1509;359;795;1154;1;4;359;795;1154;0;2;0;7;
18;Nordland;1848;Steigen;;;1951;631;843;1474;0;0;632;844;1476;0;1;2;7;
18;Nordland;1849;Hamarøy;;;1347;388;628;1016;0;0;388;628;1016;2;4;6;11;
18;Nordland;1850;Tysfjord;;;1522;403;762;1165;0;3;401;761;1162;2;5;3;6;
18;Nordland;1851;Lødingen;;;1602;465;746;1211;0;3;464;746;1210;0;0;3;10;
18;Nordland;1852;Tjeldsund;;;1011;151;633;784;0;2;151;633;784;1;1;1;10;
18;Nordland;1853;Evenes;;;1044;238;568;806;0;0;93;716;809;4;4;1;5;
18;Nordland;1854;Ballangen;;;1920;397;978;1375;0;3;396;978;1374;0;0;1;8;
18;Nordland;1856;Røst;;;416;115;193;308;0;0;115;193;308;0;0;2;6;
18;Nordland;1857;Værøy;;;506;121;252;373;0;0;119;252;371;2;2;1;2;
18;Nordland;1859;Flakstad;;;1032;187;521;708;0;0;188;521;709;0;0;0;1;
18;Nordland;1860;Vestvågøy;;;8232;2151;3732;5883;0;48;2142;3740;5882;16;18;14;58;
18;Nordland;1865;Vågan;;;6747;1714;3062;4776;0;14;1699;3063;4762;21;22;14;36;
18;Nordland;1866;Hadsel;;;6030;1386;3046;4432;0;23;1382;3045;4427;4;4;5;30;
18;Nordland;1867;Bø;;;2054;499;1012;1511;0;3;498;1012;1510;1;1;2;7;
18;Nordland;1868;Øksnes;;;3289;906;1440;2346;0;10;906;1442;2348;4;4;8;27;
18;Nordland;1870;Sortland;;;7663;1720;3891;5611;3;10;1720;3893;5613;3;8;9;42;
18;Nordland;1871;Andøy;;;3724;1113;1960;3073;0;14;1112;1960;3072;3;7;8;20;
18;Nordland;1874;Moskenes;;;745;220;292;512;0;0;219;292;511;2;2;1;5;
19;Troms Romsa;1902;Tromsø;;;53347;15940;25589;41529;7;78;15943;25615;41558;34;48;104;360;
19;Troms Romsa;1903;Harstad;;;18583;4174;9509;13683;1;31;4177;9511;13688;12;25;36;107;
19;Troms Romsa;1911;Kvæfjord;;;2252;481;1200;1681;0;2;478;1201;1679;4;4;4;17;
19;Troms Romsa;1913;Skånland;;;2270;510;1215;1725;0;0;511;1215;1726;0;0;1;8;
19;Troms Romsa;1917;Ibestad;;;1095;320;476;796;0;2;319;476;795;1;1;2;2;
19;Troms Romsa;1919;Gratangen;;;824;207;387;594;0;0;206;387;593;1;1;2;3;
19;Troms Romsa;1920;Lavangen;;;786;186;444;630;0;1;186;444;630;0;1;1;2;
19;Troms Romsa;1922;Bardu;;;2992;903;1394;2297;1;3;903;1394;2297;1;1;3;15;
19;Troms Romsa;1923;Salangen;;;1666;428;846;1274;0;5;428;846;1274;0;0;2;10;
19;Troms Romsa;1924;Målselv;;;5215;989;2911;3900;0;5;988;2911;3899;1;2;4;23;
19;Troms Romsa;1925;Sørreisa;;;2566;575;1367;1942;1;8;571;1367;1938;4;4;6;20;
19;Troms Romsa;1926;Dyrøy;;;918;220;506;726;0;3;220;506;726;0;0;0;4;
19;Troms Romsa;1927;Tranøy;;;1149;277;603;880;0;1;273;603;876;4;4;2;6;
19;Troms Romsa;1928;Torsken;;;639;161;346;507;0;0;161;344;505;0;4;1;4;
19;Troms Romsa;1929;Berg;;;640;201;302;503;0;1;202;302;504;1;1;1;2;
19;Troms Romsa;1931;Lenvik;;;8465;2134;3827;5961;0;27;2131;3828;5959;4;8;16;32;
19;Troms Romsa;1933;Balsfjord;;;4359;713;2529;3242;1;25;710;2528;3238;3;4;6;29;
19;Troms Romsa;1936;Karlsøy;;;1733;362;885;1247;0;1;362;884;1246;0;1;1;9;
19;Troms Romsa;1938;Lyngen;;;2251;587;1090;1677;1;7;585;1090;1675;4;6;5;13;
19;Troms Romsa;1939;Storfjord;;;1403;311;771;1082;0;5;311;771;1082;0;0;2;8;
19;Troms Romsa;1940;Gáivuotna Kåfjord;;;1674;253;951;1204;0;1;253;951;1204;0;0;3;6;
19;Troms Romsa;1941;Skjervøy;;;2071;433;996;1429;0;6;432;997;1429;3;3;7;17;
19;Troms Romsa;1942;Nordreisa;;;3699;798;1797;2595;0;15;797;1796;2593;4;4;5;20;
19;Troms Romsa;1943;Kvænangen;;;963;290;386;676;0;2;290;386;676;0;0;0;3;
20;Finnmark Finnmárku;2002;Vardø;;;1518;308;796;1104;0;0;309;797;1106;1;1;3;29;
20;Finnmark Finnmárku;2003;Vadsø;;;4297;1121;2191;3312;2;20;1120;2191;3311;0;7;3;20;
20;Finnmark Finnmárku;2004;Hammerfest;;;7194;2319;2824;5143;3;21;2318;2823;5141;10;24;18;50;
20;Finnmark Finnmárku;2011;Guovdageaidnu Kautokeino;;;2165;595;877;1472;11;19;596;880;1476;0;0;6;13;
20;Finnmark Finnmárku;2012;Alta;;;14429;5703;4943;10646;0;22;5706;4945;10651;1;10;51;101;
20;Finnmark Finnmárku;2014;Loppa;;;720;227;300;527;0;7;227;298;525;0;1;2;3;
20;Finnmark Finnmárku;2015;Hasvik;;;680;134;336;470;0;0;133;336;469;1;1;1;7;
20;Finnmark Finnmárku;2017;Kvalsund;;;793;183;357;540;0;1;189;357;546;2;3;2;6;
20;Finnmark Finnmárku;2018;Måsøy;;;882;252;311;563;6;9;251;312;563;1;1;1;7;
20;Finnmark Finnmárku;2019;Nordkapp;;;2350;672;943;1615;0;4;666;943;1609;6;9;6;11;
20;Finnmark Finnmárku;2020;Porsanger Porsáŋggu Porsanki;;;3046;758;1468;2226;0;11;762;1469;2231;0;0;3;18;
20;Finnmark Finnmárku;2021;Kárášjohka Karasjok;;;2072;484;972;1456;0;0;485;973;1458;1;1;6;16;
20;Finnmark Finnmárku;2022;Lebesby;;;943;288;398;686;0;0;289;398;687;1;1;1;5;
20;Finnmark Finnmárku;2023;Gamvik;;;707;170;339;509;1;5;168;339;507;2;2;3;6;
20;Finnmark Finnmárku;2024;Berlevåg;;;714;140;321;461;0;0;140;321;461;0;0;2;4;
20;Finnmark Finnmárku;2025;Deatnu Tana;;;2211;516;1164;1680;0;3;516;1163;1679;4;4;6;15;
20;Finnmark Finnmárku;2027;Unjárga Nesseby;;;704;250;299;549;0;4;250;301;551;0;1;0;2;
20;Finnmark Finnmárku;2028;Båtsfjord;;;1391;355;570;925;0;0;354;568;922;1;3;2;11;
20;Finnmark Finnmárku;2030;Sør-Varanger;;;7283;1858;3540;5398;3;34;1854;3539;5393;10;26;19;53;
